Found 628 missing EN translations. Below are the results:
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\002_24291724_172a98c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\002_24291724_172a98c.xml] :: start Line: 8 -> End line: 10 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\003_24286220_172940c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\003_24286220_172940c.xml] :: start Line: 8 -> End line: 10 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\004_24290892_172a64c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\007_24288044_1729b2c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\007_24288044_1729b2c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\010_24296428_172bbec.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\011_24297628_172c09c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\012_24294156_172b30c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\027_24298364_172c37c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\24292844_172adec.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\24299388_172c77c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 00\24300444_172cb9c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\007_24313244_172fd9c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\008_24303596_172d7ec.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\008_24303596_172d7ec.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\011_24314540_17302ac.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\012_24301996_172d1ac.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\012_24301996_172d1ac.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\014_24307052_172e56c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\014_24307052_172e56c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\015_24308268_172ea2c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\018_24305548_172df8c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\019_24315596_17306cc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\019_24315596_17306cc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\020_24317836_1730f8c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\024_25739244_188bfec.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\024_25739244_188bfec.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\029_25745068_188d6ac.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\029_25745068_188d6ac.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\031_25741580_188c90c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\031_25741580_188c90c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\035_25743580_188d0dc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\035_25743580_188d0dc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\24309420_172eeac.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\004_24334028_1734ecc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\004_24334028_1734ecc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\006_24331468_17344cc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\006_24331468_17344cc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\007_24336604_17358dc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\009_24344348_173771c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\011_24337532_1735c7c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\011_24337532_1735c7c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\012_24338732_173612c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\015_25746892_188ddcc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\015_25746892_188ddcc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\019_25754108_188f9fc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\019_25754108_188f9fc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\019_25754108_188f9fc.xml] :: start Line: 12 -> End line: 14 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\028_25751084_188ee2c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\028_25751084_188ee2c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\030_25752508_188f3bc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\030_25752508_188f3bc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\24342220_1736ecc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\24343404_173736c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\24345388_1737b2c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\24345388_1737b2c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\24347212_173824c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\002_24367324_173d0dc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\003_24361276_173b93c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\003_24361276_173b93c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\004_24369084_173d7bc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\005_24359212_173b12c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\005_24359212_173b12c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\007_24362844_173bf5c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\008_24363852_173c34c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\008_24363852_173c34c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\009_24364908_173c76c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\012_24369964_173db2c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\012_24369964_173db2c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\013_24371100_173df9c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\014_25754108_188f9fc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\014_25754108_188f9fc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\014_25754108_188f9fc.xml] :: start Line: 12 -> End line: 14 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\017_25758988_1890d0c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\017_25758988_1890d0c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\020_25760700_18913bc.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\020_25760700_18913bc.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\022_25762380_1891a4c.xml] :: start Line: 2 -> End line: 4 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\022_25762380_1891a4c.xml] :: start Line: 7 -> End line: 9 | [LOCATION] Missing EN translation (<ascii></ascii> tags).
